instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
15541,2012-10-14,Winter,2012,10,17,0,0,0,Clear/Partly Cloudy,0.64,0.6212,0.44,0.194,193,346,539,Evening Rush Hour
15542,2012-10-14,Winter,2012,10,18,0,0,0,Clear/Partly Cloudy,0.58,0.5455,0.6,0.2537,134,319,453,Evening Rush Hour
15543,2012-10-14,Winter,2012,10,19,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.64,0.2239,68,268,336,Evening Rush Hour
15544,2012-10-14,Winter,2012,10,20,0,0,0,Clear/Partly Cloudy,0.54,0.5152,0.73,0.2239,48,198,246,Non-Rush Hour
15545,2012-10-14,Winter,2012,10,21,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.73,0.4478,40,156,196,Non-Rush Hour
15546,2012-10-14,Winter,2012,10,22,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.73,0.3881,38,87,125,Non-Rush Hour
15547,2012-10-14,Winter,2012,10,23,0,0,0,Misty/Cloudy,0.56,0.5303,0.68,0.2836,27,78,105,Non-Rush Hour
15548,2012-10-15,Winter,2012,10,0,0,1,1,Misty/Cloudy,0.56,0.5303,0.73,0.2537,17,31,48,Non-Rush Hour
15549,2012-10-15,Winter,2012,10,1,0,1,1,Misty/Cloudy,0.58,0.5455,0.64,0.3881,5,24,29,Non-Rush Hour
15550,2012-10-15,Winter,2012,10,2,0,1,1,Misty/Cloudy,0.58,0.5455,0.64,0.3582,1,5,6,Non-Rush Hour
15551,2012-10-15,Winter,2012,10,3,0,1,1,Misty/Cloudy,0.56,0.5303,0.73,0.2537,2,2,4,Non-Rush Hour
15552,2012-10-15,Winter,2012,10,4,0,1,1,Misty/Cloudy,0.56,0.5303,0.68,0.2239,1,9,10,Non-Rush Hour
15553,2012-10-15,Winter,2012,10,5,0,1,1,Misty/Cloudy,0.56,0.5303,0.73,0.2836,2,38,40,Non-Rush Hour
15554,2012-10-15,Winter,2012,10,6,0,1,1,Misty/Cloudy,0.56,0.5303,0.73,0.2985,6,141,147,Morning Rush Hour
15555,2012-10-15,Winter,2012,10,7,0,1,1,Misty/Cloudy,0.58,0.5455,0.68,0.3284,15,461,476,Morning Rush Hour
15556,2012-10-15,Winter,2012,10,8,0,1,1,Misty/Cloudy,0.6,0.6061,0.64,0.3881,24,713,737,Morning Rush Hour
15557,2012-10-15,Winter,2012,10,9,0,1,1,Light Snow/Rain,0.6,0.5909,0.69,0.3881,31,328,359,Morning Rush Hour
15558,2012-10-15,Winter,2012,10,10,0,1,1,Misty/Cloudy,0.6,0.5909,0.73,0.3881,43,125,168,Non-Rush Hour
15559,2012-10-15,Winter,2012,10,11,0,1,1,Misty/Cloudy,0.6,0.5909,0.73,0.3881,88,175,263,Non-Rush Hour
15560,2012-10-15,Winter,2012,10,12,0,1,1,Light Snow/Rain,0.6,0.5758,0.78,0.3284,73,211,284,Non-Rush Hour
15561,2012-10-15,Winter,2012,10,13,0,1,1,Misty/Cloudy,0.56,0.5303,0.88,0.2239,37,109,146,Non-Rush Hour
15562,2012-10-15,Winter,2012,10,14,0,1,1,Misty/Cloudy,0.6,0.5758,0.78,0.2836,57,128,185,Non-Rush Hour
15563,2012-10-15,Winter,2012,10,15,0,1,1,Clear/Partly Cloudy,0.6,0.5758,0.78,0.3284,70,190,260,Non-Rush Hour
15564,2012-10-15,Winter,2012,10,16,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.64,0.2985,76,371,447,Evening Rush Hour
15565,2012-10-15,Winter,2012,10,17,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.64,0.2537,96,670,766,Evening Rush Hour
15566,2012-10-15,Winter,2012,10,18,0,1,1,Light Snow/Rain,0.54,0.5152,0.77,0.1343,52,540,592,Evening Rush Hour
15567,2012-10-15,Winter,2012,10,19,0,1,1,Light Snow/Rain,0.52,0.5,0.83,0.0896,12,227,239,Evening Rush Hour
15568,2012-10-15,Winter,2012,10,20,0,1,1,Misty/Cloudy,0.52,0.5,0.72,0.3881,19,237,256,Non-Rush Hour
15569,2012-10-15,Winter,2012,10,21,0,1,1,Clear/Partly Cloudy,0.52,0.5,0.59,0.3284,16,190,206,Non-Rush Hour
15570,2012-10-15,Winter,2012,10,22,0,1,1,Clear/Partly Cloudy,0.5,0.4848,0.59,0.2836,8,118,126,Non-Rush Hour
15571,2012-10-15,Winter,2012,10,23,0,1,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.2239,9,72,81,Non-Rush Hour
15572,2012-10-16,Winter,2012,10,0,0,2,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.3881,3,45,48,Non-Rush Hour
15573,2012-10-16,Winter,2012,10,1,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.67,0.194,4,9,13,Non-Rush Hour
15574,2012-10-16,Winter,2012,10,2,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.67,0.1343,2,1,3,Non-Rush Hour
15575,2012-10-16,Winter,2012,10,3,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.1045,0,2,2,Non-Rush Hour
15576,2012-10-16,Winter,2012,10,4,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.1642,0,7,7,Non-Rush Hour
15577,2012-10-16,Winter,2012,10,5,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.2537,5,47,52,Non-Rush Hour
15578,2012-10-16,Winter,2012,10,6,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.1642,4,168,172,Morning Rush Hour
15579,2012-10-16,Winter,2012,10,7,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.0896,20,505,525,Morning Rush Hour
15580,2012-10-16,Winter,2012,10,8,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.0,35,800,835,Morning Rush Hour
15581,2012-10-16,Winter,2012,10,9,0,2,1,Clear/Partly Cloudy,0.48,0.4697,0.55,0.2537,32,323,355,Morning Rush Hour
15582,2012-10-16,Winter,2012,10,10,0,2,1,Clear/Partly Cloudy,0.5,0.4848,0.48,0.2836,65,157,222,Non-Rush Hour
15583,2012-10-16,Winter,2012,10,11,0,2,1,Clear/Partly Cloudy,0.5,0.4848,0.45,0.4179,56,172,228,Non-Rush Hour
15584,2012-10-16,Winter,2012,10,12,0,2,1,Misty/Cloudy,0.52,0.5,0.45,0.3284,69,256,325,Non-Rush Hour
15585,2012-10-16,Winter,2012,10,13,0,2,1,Clear/Partly Cloudy,0.52,0.5,0.45,0.2836,68,260,328,Non-Rush Hour
15586,2012-10-16,Winter,2012,10,14,0,2,1,Clear/Partly Cloudy,0.54,0.5152,0.39,0.2537,94,214,308,Non-Rush Hour
15587,2012-10-16,Winter,2012,10,15,0,2,1,Clear/Partly Cloudy,0.54,0.5152,0.41,0.3284,76,270,346,Non-Rush Hour
15588,2012-10-16,Winter,2012,10,16,0,2,1,Clear/Partly Cloudy,0.54,0.5152,0.39,0.2836,79,367,446,Evening Rush Hour
15589,2012-10-16,Winter,2012,10,17,0,2,1,Clear/Partly Cloudy,0.52,0.5,0.39,0.194,104,839,943,Evening Rush Hour
15590,2012-10-16,Winter,2012,10,18,0,2,1,Clear/Partly Cloudy,0.5,0.4848,0.42,0.1642,71,767,838,Evening Rush Hour
15591,2012-10-16,Winter,2012,10,19,0,2,1,Clear/Partly Cloudy,0.48,0.4697,0.48,0.0,40,491,531,Evening Rush Hour
15592,2012-10-16,Winter,2012,10,20,0,2,1,Clear/Partly Cloudy,0.46,0.4545,0.55,0.0,35,397,432,Non-Rush Hour
15593,2012-10-16,Winter,2012,10,21,0,2,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.0,19,176,195,Non-Rush Hour
15594,2012-10-16,Winter,2012,10,22,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.71,0.0896,18,163,181,Non-Rush Hour
15595,2012-10-16,Winter,2012,10,23,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.71,0.0,23,176,199,Non-Rush Hour
15596,2012-10-17,Winter,2012,10,0,0,3,1,Clear/Partly Cloudy,0.38,0.3939,0.76,0.0,1,48,49,Non-Rush Hour
15597,2012-10-17,Winter,2012,10,1,0,3,1,Clear/Partly Cloudy,0.38,0.3939,0.76,0.0,3,14,17,Non-Rush Hour
15598,2012-10-17,Winter,2012,10,2,0,3,1,Clear/Partly Cloudy,0.38,0.3939,0.76,0.0,4,12,16,Non-Rush Hour
15599,2012-10-17,Winter,2012,10,3,0,3,1,Clear/Partly Cloudy,0.36,0.3788,0.87,0.0,0,7,7,Non-Rush Hour
15600,2012-10-17,Winter,2012,10,4,0,3,1,Clear/Partly Cloudy,0.36,0.3636,0.81,0.0896,0,4,4,Non-Rush Hour
15601,2012-10-17,Winter,2012,10,5,0,3,1,Misty/Cloudy,0.36,0.3788,0.81,0.0,2,39,41,Non-Rush Hour
15602,2012-10-17,Winter,2012,10,6,0,3,1,Clear/Partly Cloudy,0.38,0.3939,0.82,0.0,7,171,178,Morning Rush Hour
15603,2012-10-17,Winter,2012,10,7,0,3,1,Clear/Partly Cloudy,0.36,0.3636,0.81,0.1045,15,449,464,Morning Rush Hour
15604,2012-10-17,Winter,2012,10,8,0,3,1,Misty/Cloudy,0.4,0.4091,0.76,0.0,38,779,817,Morning Rush Hour
15605,2012-10-17,Winter,2012,10,9,0,3,1,Misty/Cloudy,0.42,0.4242,0.77,0.0,38,344,382,Morning Rush Hour
15606,2012-10-17,Winter,2012,10,10,0,3,1,Misty/Cloudy,0.46,0.4545,0.67,0.0,60,168,228,Non-Rush Hour
15607,2012-10-17,Winter,2012,10,11,0,3,1,Misty/Cloudy,0.5,0.4848,0.51,0.0896,78,156,234,Non-Rush Hour
15608,2012-10-17,Winter,2012,10,12,0,3,1,Misty/Cloudy,0.52,0.5,0.48,0.1642,71,261,332,Non-Rush Hour
15609,2012-10-17,Winter,2012,10,13,0,3,1,Misty/Cloudy,0.54,0.5152,0.49,0.1343,73,237,310,Non-Rush Hour
15610,2012-10-17,Winter,2012,10,14,0,3,1,Misty/Cloudy,0.56,0.5303,0.43,0.1642,82,188,270,Non-Rush Hour
15611,2012-10-17,Winter,2012,10,15,0,3,1,Misty/Cloudy,0.58,0.5455,0.43,0.2239,62,239,301,Non-Rush Hour
15612,2012-10-17,Winter,2012,10,16,0,3,1,Clear/Partly Cloudy,0.56,0.5303,0.52,0.194,70,396,466,Evening Rush Hour
15613,2012-10-17,Winter,2012,10,17,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.56,0.1045,122,766,888,Evening Rush Hour
15614,2012-10-17,Winter,2012,10,18,0,3,1,Clear/Partly Cloudy,0.52,0.5,0.59,0.1642,90,794,884,Evening Rush Hour
15615,2012-10-17,Winter,2012,10,19,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.72,0.194,49,467,516,Evening Rush Hour
15616,2012-10-17,Winter,2012,10,20,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.72,0.1343,54,360,414,Non-Rush Hour
15617,2012-10-17,Winter,2012,10,21,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.194,28,301,329,Non-Rush Hour
15618,2012-10-17,Winter,2012,10,22,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.2537,17,198,215,Non-Rush Hour
15619,2012-10-17,Winter,2012,10,23,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.2239,15,84,99,Non-Rush Hour
15620,2012-10-18,Winter,2012,10,0,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.194,4,53,57,Non-Rush Hour
15621,2012-10-18,Winter,2012,10,1,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.2239,0,14,14,Non-Rush Hour
15622,2012-10-18,Winter,2012,10,2,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.194,1,13,14,Non-Rush Hour
15623,2012-10-18,Winter,2012,10,3,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.2239,0,5,5,Non-Rush Hour
15624,2012-10-18,Winter,2012,10,4,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.2239,0,5,5,Non-Rush Hour
15625,2012-10-18,Winter,2012,10,5,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.82,0.2239,1,41,42,Non-Rush Hour
15626,2012-10-18,Winter,2012,10,6,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.2985,3,150,153,Morning Rush Hour
15627,2012-10-18,Winter,2012,10,7,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.2537,20,488,508,Morning Rush Hour
15628,2012-10-18,Winter,2012,10,8,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.2537,31,803,834,Morning Rush Hour
15629,2012-10-18,Winter,2012,10,9,0,4,1,Misty/Cloudy,0.5,0.4848,0.77,0.1642,41,346,387,Morning Rush Hour
15630,2012-10-18,Winter,2012,10,10,0,4,1,Misty/Cloudy,0.52,0.5,0.68,0.2239,60,158,218,Non-Rush Hour
15631,2012-10-18,Winter,2012,10,11,0,4,1,Misty/Cloudy,0.56,0.5303,0.56,0.2239,79,189,268,Non-Rush Hour
15632,2012-10-18,Winter,2012,10,12,0,4,1,Misty/Cloudy,0.6,0.6212,0.53,0.2537,93,284,377,Non-Rush Hour
15633,2012-10-18,Winter,2012,10,13,0,4,1,Clear/Partly Cloudy,0.62,0.6212,0.53,0.3582,96,236,332,Non-Rush Hour
15634,2012-10-18,Winter,2012,10,14,0,4,1,Misty/Cloudy,0.62,0.6212,0.5,0.2985,94,191,285,Non-Rush Hour
15635,2012-10-18,Winter,2012,10,15,0,4,1,Misty/Cloudy,0.6,0.6061,0.6,0.194,69,284,353,Non-Rush Hour
15636,2012-10-18,Winter,2012,10,16,0,4,1,Clear/Partly Cloudy,0.6,0.6212,0.56,0.2836,94,356,450,Evening Rush Hour
15637,2012-10-18,Winter,2012,10,17,0,4,1,Misty/Cloudy,0.58,0.5455,0.64,0.3284,102,788,890,Evening Rush Hour
15638,2012-10-18,Winter,2012,10,18,0,4,1,Misty/Cloudy,0.56,0.5303,0.64,0.3284,68,720,788,Evening Rush Hour
15639,2012-10-18,Winter,2012,10,19,0,4,1,Misty/Cloudy,0.56,0.5303,0.68,0.2985,42,471,513,Evening Rush Hour
15640,2012-10-18,Winter,2012,10,20,0,4,1,Misty/Cloudy,0.56,0.5303,0.68,0.2537,39,348,387,Non-Rush Hour
15641,2012-10-18,Winter,2012,10,21,0,4,1,Misty/Cloudy,0.54,0.5152,0.77,0.194,38,245,283,Non-Rush Hour
15642,2012-10-18,Winter,2012,10,22,0,4,1,Misty/Cloudy,0.54,0.5152,0.83,0.194,27,202,229,Non-Rush Hour
15643,2012-10-18,Winter,2012,10,23,0,4,1,Misty/Cloudy,0.54,0.5152,0.83,0.0,6,111,117,Non-Rush Hour
15644,2012-10-19,Winter,2012,10,0,0,5,1,Misty/Cloudy,0.56,0.5303,0.83,0.1045,5,51,56,Non-Rush Hour
15645,2012-10-19,Winter,2012,10,1,0,5,1,Light Snow/Rain,0.54,0.5152,0.88,0.0,4,12,16,Non-Rush Hour
15646,2012-10-19,Winter,2012,10,2,0,5,1,Misty/Cloudy,0.54,0.5152,0.88,0.0,1,9,10,Non-Rush Hour
15647,2012-10-19,Winter,2012,10,3,0,5,1,Misty/Cloudy,0.56,0.5303,0.83,0.0,0,5,5,Non-Rush Hour
15648,2012-10-19,Winter,2012,10,4,0,5,1,Misty/Cloudy,0.56,0.5303,0.83,0.0,1,5,6,Non-Rush Hour
15649,2012-10-19,Winter,2012,10,5,0,5,1,Misty/Cloudy,0.54,0.5152,0.88,0.0,1,35,36,Non-Rush Hour
15650,2012-10-19,Winter,2012,10,6,0,5,1,Light Snow/Rain,0.54,0.5152,0.94,0.1642,5,126,131,Morning Rush Hour
15651,2012-10-19,Winter,2012,10,7,0,5,1,Light Snow/Rain,0.54,0.5152,0.94,0.0,5,149,154,Morning Rush Hour
15652,2012-10-19,Winter,2012,10,8,0,5,1,Misty/Cloudy,0.54,0.5152,0.94,0.1045,20,447,467,Morning Rush Hour
15653,2012-10-19,Winter,2012,10,9,0,5,1,Misty/Cloudy,0.54,0.5152,0.94,0.1045,26,363,389,Morning Rush Hour
15654,2012-10-19,Winter,2012,10,10,0,5,1,Misty/Cloudy,0.58,0.5455,0.88,0.194,26,198,224,Non-Rush Hour
15655,2012-10-19,Winter,2012,10,11,0,5,1,Clear/Partly Cloudy,0.6,0.5606,0.83,0.194,41,211,252,Non-Rush Hour
15656,2012-10-19,Winter,2012,10,12,0,5,1,Clear/Partly Cloudy,0.64,0.6061,0.69,0.2239,74,258,332,Non-Rush Hour
15657,2012-10-19,Winter,2012,10,13,0,5,1,Clear/Partly Cloudy,0.62,0.5909,0.73,0.2239,87,288,375,Non-Rush Hour
15658,2012-10-19,Winter,2012,10,14,0,5,1,Clear/Partly Cloudy,0.66,0.6212,0.61,0.2537,88,277,365,Non-Rush Hour
15659,2012-10-19,Winter,2012,10,15,0,5,1,Clear/Partly Cloudy,0.64,0.6061,0.65,0.2985,93,302,395,Non-Rush Hour
15660,2012-10-19,Winter,2012,10,16,0,5,1,Light Snow/Rain,0.62,0.6061,0.69,0.3582,131,434,565,Evening Rush Hour
15661,2012-10-19,Winter,2012,10,17,0,5,1,Light Snow/Rain,0.62,0.6061,0.69,0.3582,48,377,425,Evening Rush Hour
15662,2012-10-19,Winter,2012,10,18,0,5,1,Clear/Partly Cloudy,0.56,0.5303,0.83,0.1045,21,212,233,Evening Rush Hour
15663,2012-10-19,Winter,2012,10,19,0,5,1,Clear/Partly Cloudy,0.54,0.5152,0.88,0.1642,19,213,232,Evening Rush Hour
15664,2012-10-19,Winter,2012,10,20,0,5,1,Clear/Partly Cloudy,0.52,0.5,0.77,0.194,13,216,229,Non-Rush Hour
15665,2012-10-19,Winter,2012,10,21,0,5,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.0,17,189,206,Non-Rush Hour
15666,2012-10-19,Winter,2012,10,22,0,5,1,Clear/Partly Cloudy,0.5,0.4848,0.77,0.0896,14,176,190,Non-Rush Hour
15667,2012-10-19,Winter,2012,10,23,0,5,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.1045,13,118,131,Non-Rush Hour
15668,2012-10-20,Winter,2012,10,0,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.82,0.1343,13,110,123,Non-Rush Hour
15669,2012-10-20,Winter,2012,10,1,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.72,0.1343,2,93,95,Non-Rush Hour
15670,2012-10-20,Winter,2012,10,2,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.77,0.1045,9,69,78,Non-Rush Hour
15671,2012-10-20,Winter,2012,10,3,0,6,0,Clear/Partly Cloudy,0.42,0.4242,0.77,0.1343,2,27,29,Non-Rush Hour
15672,2012-10-20,Winter,2012,10,4,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.72,0.0,9,9,18,Non-Rush Hour
15673,2012-10-20,Winter,2012,10,5,0,6,0,Clear/Partly Cloudy,0.4,0.4091,0.82,0.0,6,7,13,Non-Rush Hour
15674,2012-10-20,Winter,2012,10,6,0,6,0,Clear/Partly Cloudy,0.42,0.4242,0.71,0.0,5,26,31,Morning Rush Hour
15675,2012-10-20,Winter,2012,10,7,0,6,0,Clear/Partly Cloudy,0.4,0.4091,0.82,0.0,6,59,65,Morning Rush Hour
15676,2012-10-20,Winter,2012,10,8,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.67,0.1343,29,164,193,Morning Rush Hour
15677,2012-10-20,Winter,2012,10,9,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.59,0.1343,106,257,363,Morning Rush Hour
15678,2012-10-20,Winter,2012,10,10,0,6,0,Clear/Partly Cloudy,0.52,0.5,0.52,0.1343,111,312,423,Non-Rush Hour
15679,2012-10-20,Winter,2012,10,11,0,6,0,Clear/Partly Cloudy,0.54,0.5152,0.52,0.2239,204,408,612,Non-Rush Hour
15680,2012-10-20,Winter,2012,10,12,0,6,0,Clear/Partly Cloudy,0.56,0.5303,0.46,0.1045,267,436,703,Non-Rush Hour
15681,2012-10-20,Winter,2012,10,13,0,6,0,Clear/Partly Cloudy,0.56,0.5303,0.43,0.1642,273,441,714,Non-Rush Hour
15682,2012-10-20,Winter,2012,10,14,0,6,0,Clear/Partly Cloudy,0.56,0.5303,0.4,0.0,335,376,711,Non-Rush Hour
15683,2012-10-20,Winter,2012,10,15,0,6,0,Clear/Partly Cloudy,0.56,0.5303,0.43,0.0,308,403,711,Non-Rush Hour
15684,2012-10-20,Winter,2012,10,16,0,6,0,Clear/Partly Cloudy,0.54,0.5152,0.42,0.2836,325,366,691,Evening Rush Hour
15685,2012-10-20,Winter,2012,10,17,0,6,0,Clear/Partly Cloudy,0.54,0.5152,0.37,0.2239,347,384,731,Evening Rush Hour
15686,2012-10-20,Winter,2012,10,18,0,6,0,Clear/Partly Cloudy,0.52,0.5,0.39,0.2239,165,356,521,Evening Rush Hour
15687,2012-10-20,Winter,2012,10,19,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.45,0.1343,77,268,345,Evening Rush Hour
15688,2012-10-20,Winter,2012,10,20,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.39,0.2239,61,198,259,Non-Rush Hour
15689,2012-10-20,Winter,2012,10,21,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.47,0.2239,72,224,296,Non-Rush Hour
15690,2012-10-20,Winter,2012,10,22,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.51,0.1045,47,155,202,Non-Rush Hour
15691,2012-10-20,Winter,2012,10,23,0,6,0,Clear/Partly Cloudy,0.42,0.4242,0.58,0.0,27,136,163,Non-Rush Hour
15692,2012-10-21,Winter,2012,10,0,0,0,0,Clear/Partly Cloudy,0.44,0.4394,0.54,0.1642,35,119,154,Non-Rush Hour
15693,2012-10-21,Winter,2012,10,1,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.58,0.2239,20,97,117,Non-Rush Hour
15694,2012-10-21,Winter,2012,10,2,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.62,0.1642,44,88,132,Non-Rush Hour
15695,2012-10-21,Winter,2012,10,3,0,0,0,Clear/Partly Cloudy,0.38,0.3939,0.66,0.0896,12,29,41,Non-Rush Hour
15696,2012-10-21,Winter,2012,10,4,0,0,0,Clear/Partly Cloudy,0.36,0.3485,0.71,0.1642,8,13,21,Non-Rush Hour
15697,2012-10-21,Winter,2012,10,5,0,0,0,Clear/Partly Cloudy,0.38,0.3939,0.66,0.0896,6,4,10,Non-Rush Hour
15698,2012-10-21,Winter,2012,10,6,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.62,0.0,8,18,26,Morning Rush Hour
15699,2012-10-21,Winter,2012,10,7,0,0,0,Clear/Partly Cloudy,0.4,0.4091,0.62,0.0,13,43,56,Morning Rush Hour
15700,2012-10-21,Winter,2012,10,8,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.67,0.0,39,104,143,Morning Rush Hour
15701,2012-10-21,Winter,2012,10,9,0,0,0,Clear/Partly Cloudy,0.46,0.4545,0.55,0.1642,77,192,269,Morning Rush Hour
15702,2012-10-21,Winter,2012,10,10,0,0,0,Clear/Partly Cloudy,0.5,0.4848,0.48,0.2985,167,276,443,Non-Rush Hour
15703,2012-10-21,Winter,2012,10,11,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.44,0.3284,191,356,547,Non-Rush Hour
15704,2012-10-21,Winter,2012,10,12,0,0,0,Clear/Partly Cloudy,0.54,0.5152,0.39,0.3284,236,439,675,Non-Rush Hour
15705,2012-10-21,Winter,2012,10,13,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.37,0.2537,243,383,626,Non-Rush Hour
15706,2012-10-21,Winter,2012,10,14,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.35,0.194,235,405,640,Non-Rush Hour
15707,2012-10-21,Winter,2012,10,15,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.35,0.3284,240,383,623,Non-Rush Hour
15708,2012-10-21,Winter,2012,10,16,0,0,0,Clear/Partly Cloudy,0.54,0.5152,0.37,0.2239,182,409,591,Evening Rush Hour
15709,2012-10-21,Winter,2012,10,17,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.39,0.2537,153,338,491,Evening Rush Hour
15710,2012-10-21,Winter,2012,10,18,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.39,0.194,71,342,413,Evening Rush Hour
15711,2012-10-21,Winter,2012,10,19,0,0,0,Clear/Partly Cloudy,0.5,0.4848,0.42,0.1642,50,216,266,Evening Rush Hour
15712,2012-10-21,Winter,2012,10,20,0,0,0,Clear/Partly Cloudy,0.48,0.4697,0.44,0.194,35,160,195,Non-Rush Hour
15713,2012-10-21,Winter,2012,10,21,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.54,0.1642,42,124,166,Non-Rush Hour
15714,2012-10-21,Winter,2012,10,22,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.54,0.0,18,95,113,Non-Rush Hour
15715,2012-10-21,Winter,2012,10,23,0,0,0,Clear/Partly Cloudy,0.44,0.4394,0.54,0.0,7,59,66,Non-Rush Hour
15716,2012-10-22,Winter,2012,10,0,0,1,1,Clear/Partly Cloudy,0.4,0.4091,0.62,0.0,3,28,31,Non-Rush Hour
15717,2012-10-22,Winter,2012,10,1,0,1,1,Clear/Partly Cloudy,0.4,0.4091,0.71,0.0,0,11,11,Non-Rush Hour
15718,2012-10-22,Winter,2012,10,2,0,1,1,Clear/Partly Cloudy,0.38,0.3939,0.71,0.0,1,4,5,Non-Rush Hour
15719,2012-10-22,Winter,2012,10,3,0,1,1,Clear/Partly Cloudy,0.4,0.4091,0.62,0.0,1,5,6,Non-Rush Hour
15720,2012-10-22,Winter,2012,10,4,0,1,1,Clear/Partly Cloudy,0.38,0.3939,0.66,0.0,1,6,7,Non-Rush Hour
15721,2012-10-22,Winter,2012,10,5,0,1,1,Clear/Partly Cloudy,0.38,0.3939,0.76,0.0896,2,44,46,Non-Rush Hour
15722,2012-10-22,Winter,2012,10,6,0,1,1,Clear/Partly Cloudy,0.36,0.3636,0.76,0.0896,4,140,144,Morning Rush Hour
15723,2012-10-22,Winter,2012,10,7,0,1,1,Clear/Partly Cloudy,0.38,0.3939,0.66,0.0896,15,437,452,Morning Rush Hour
15724,2012-10-22,Winter,2012,10,8,0,1,1,Clear/Partly Cloudy,0.44,0.4394,0.67,0.0,32,696,728,Morning Rush Hour
15725,2012-10-22,Winter,2012,10,9,0,1,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.0896,25,335,360,Morning Rush Hour
15726,2012-10-22,Winter,2012,10,10,0,1,1,Clear/Partly Cloudy,0.5,0.4848,0.55,0.0,51,161,212,Non-Rush Hour
15727,2012-10-22,Winter,2012,10,11,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.37,0.1642,63,148,211,Non-Rush Hour
15728,2012-10-22,Winter,2012,10,12,0,1,1,Clear/Partly Cloudy,0.58,0.5455,0.35,0.0,52,231,283,Non-Rush Hour
15729,2012-10-22,Winter,2012,10,13,0,1,1,Clear/Partly Cloudy,0.62,0.6212,0.29,0.1642,88,227,315,Non-Rush Hour
15730,2012-10-22,Winter,2012,10,14,0,1,1,Clear/Partly Cloudy,0.62,0.6061,0.27,0.194,73,209,282,Non-Rush Hour
15731,2012-10-22,Winter,2012,10,15,0,1,1,Clear/Partly Cloudy,0.64,0.6212,0.29,0.1642,74,222,296,Non-Rush Hour
